"","ID","toID","GNIS_ID","QA_MA","Index"
"107",3516,3496,"1025585",2316.673,39
"108",3584,3634,"1251573",5247.564,40
"109",3583,3584,"1024415",5242.769,40
"110",3613,3586,"1024415",5039.106,41
"111",3611,3613,"1023789",228.867,41
"112",3612,3613,"1024415",4742.925,41
"113",3674,3705,"1228058",8573.709,42
"114",3694,3674,"1251573",8503.758,42
"115",3745,3744,"1251304",17243.169,43
"116",3746,3745,"1250812",15144.097,43
"117",3747,3745,"1251304",2077.839,43
"118",3746,3745,"1250812",15144.097,44
"119",3759,3746,"1228058",15143.059,44
"120",3755,3753,"1250746",72.524,45
"121",3756,3755,"1220871",64.965,45
"122",3920,3921,"1249440",5620.526,46
"123",3919,3920,"1010097",5478.603,46
"124",4066,4068,"1249468",10304.096,47
"125",3992,4066,"1251826",7116.681,47
"126",3998,4066,"1250741",3183.652,47
"127",4090,4089,"1250783",17501.834,48
"128",4101,4090,"1249468",17480.724,48
"129",4117,4127,"1230349",13325.971,49
"130",4122,4117,"1250783",13405.569,49
"131",4155,4156,"1229589",5420.878,50
"132",4145,4155,"1230477",5242.325,50
"133",4187,4168,"1225076",2493.923,51
"134",4170,4187,"1222239",2556.142,51
"135",4194,4206,"1229878",558.226,52
"136",4207,4194,"1251193",344.572,52
"137",4195,4198,"1250834",1195.021,53
"138",4200,4195,"1229878",820.082,53
"139",4223,4239,"330061",1552.728,54
"140",4238,4223,"1010187",920.857,54
"141",4231,4230,"1010187",488.44,55
"142",4232,4231,"330215",215.101,55
"143",4262,4334,"1246385",2148.374,56
"144",4265,4262,"1250834",2116.095,56
"145",4266,4298,"1253486",5573.076,57
"146",4267,4266,"1225986",338.83,57
"147",4283,4266,"1253486",5082.631,57
"148",4334,4333,"1253486",4608.197,58
"149",4261,4334,"330061",2435.9,58
"150",4262,4334,"1246385",2148.374,58
"151",4344,4335,"1253486",9410.388,59
"152",4315,4344,"1253486",8632.016,59
"153",4343,4344,"317163",777.896,59
"154",4770,4769,"354294",11524.751,60
"155",4592,4770,"354253",5497.524,60
"156",4734,4770,"356443",6010.289,60
"157",5230,5229,"354236",2254.887,61
"158",5231,5230,"354236",1453.084,61
"159",5232,5230,"355141",786.311,61
"160",5422,5621,"354236",21665.28,62
"161",5428,5422,"354236",12499.4,62
"162",5569,5422,"358207",9162.544,62
"163",5621,5586,"305219",21666.41,63
"164",5422,5621,"354236",21665.28,63
"165",5740,5739,"294307",4524.173,64
"166",5632,5740,"294307",2203.578,64
"167",5654,5740,"124530",2319.121,64
"168",5805,5802,"294003",5880.538,65
"169",5780,5805,"308593",5590.396,65
"170",5837,NA,"281387",7335.105,66
"171",5819,5837,"294003",7317.271,66
"172",5891,5890,"356448",3272.887,67
"173",5838,5891,"327507",1443.689,67
"174",5855,5891,"355303",1816.714,67
"175",5957,5973,"169321",7496.234,68
"176",5874,5957,"356448",4198.581,68
"177",5917,5957,"355719",3296.652,68
"178",6251,6250,"154961",25237.076,69
"179",6257,6251,NA,17882.932,69
"180",6258,6251,"160710",7303.491,69
"181",6313,6327,"154961",31472.344,70
"182",6237,6313,"154961",28477.394,70
"183",6294,6313,"159294",2979.421,70
"184",6410,6409,"692339",548.518,71
"185",6411,6410,"667090",183.184,71
"186",6545,6825,"692339",26761.166,72
"187",6543,6545,"692339",15689.795,72
"188",6544,6545,"159191",11062.313,72
"189",6552,6557,"123577",3043.401,73
"190",6555,6552,"123577",1057.126,73
"191",6571,6552,"160617",1953.052,73
"192",6567,6566,"160617",1857.675,74
"193",6605,6567,"160617",1519.908,74
"194",6606,6567,"126067",335.077,74
"195",6600,6618,"160617",714.661,75
"196",6601,6600,"160617",435.259,75
"197",6602,6600,"159256",271.315,75
"198",6610,6605,"160617",1508.989,76
"199",6611,6610,"160617",1106.31,76
"200",6612,6610,"160507",401.625,76
"201",6617,6609,"160617",1034.861,77
"202",6604,6617,"159413",307.749,77
"203",6618,6617,"160617",719.576,77
"204",6687,6689,"159191",7079.262,78
"205",6560,6687,"123577",4506.127,78
"206",6676,6687,"1901223",2116.491,78
"207",6882,6880,"163332",71659.251,79
"208",6366,6882,"154961",37280.617,79
"209",6850,6882,"692339",34376.259,79
"210",7059,7058,"679514",14629.794,80
"211",7088,7059,"694322",14625.212,80
"212",7084,7083,"694322",11405.411,81
"213",6992,7084,"692890",5190.804,81
"214",7045,7084,"693697",6202.966,81
"215",7158,7149,"1621114",521.01,82
"216",7152,7158,"1620809",298.697,82
"217",7225,NA,"251974",11685.953,83
"218",16716,7225,"555092",4527.216,83
"219",7248,7247,"1578866",816.135,84
"220",7249,7248,"634300",519.333,84
"221",7260,7248,"1578866",295.356,84
"222",7348,7332,"632106",1456.928,85
"223",7247,7348,"1578866",824.391,85
"224",7280,7348,"632200",631.203,85
"225",7503,7502,"1565099",82.095,86
"226",7504,7503,"1576465",41.05,86
"227",7542,NA,"1567522",550.59,87
"228",7543,7542,"1569543",442.973,87
"229",7907,7908,"636503",3602.334,88
"230",7878,7907,"1614886",1569.502,88
"231",7897,7907,"637793",2024.052,88
"232",7910,7922,"1624885",169705.778,89
"233",7911,7910,"1624784",169683.858,89
"234",7914,7920,"1624784",169380.031,90
"235",7915,7914,"1624395",393.502,90
"236",7947,7980,"1084017",590.26,91
"237",7948,7947,"442706",574.915,91
"238",8061,8070,"1084017",4106.828,92
"239",8037,8061,"1065901",1754.038,92
"240",8073,8061,"1084017",2345.18,92
"241",8251,8253,"946942",697.367,93
"242",8266,8251,"973412",662.103,93
"243",8262,8264,"970593",2207.474,94
"244",8248,8262,"946942",743.601,94
"245",8261,8262,"970593",1462.798,94
"246",8333,8332,"959532",5812.087,95
"247",8202,8333,"970593",3369.554,95
"248",8303,8333,"970425",2429.486,95
"249",8450,8449,"977224",344.405,96
"250",8451,8450,"977028",238.907,96
"251",8570,8571,"977244",318467.553,97
"252",8430,8570,"976779",2335.027,97
"253",8562,8570,"977244",316111.072,97
"254",8581,8582,"977244",319853.895,98
"255",8463,8581,"977224",923.903,98
"256",8580,8581,"977244",318925.045,98
"257",8582,NA,"977244",321989.54,99
"258",8511,8582,"977242",2133.728,99
"259",8581,8582,"977244",319853.895,99
"260",8663,8660,"1209386",9815.412,100
"261",8664,8663,"1209386",7831.186,100
"262",8736,8663,"950689",1976.789,100
"263",8821,8819,"1209386",12531.25,101
"264",8695,8821,"1209386",10465.546,101
"265",8785,8821,"1213952",2062.335,101
"266",8826,8829,"1172300",2166.19,102
"267",8831,8826,"1172300",1413.782,102
"268",8869,8826,"1169762",712.647,102
"269",8850,8849,"1172300",1025.49,103
"270",8851,8850,"1209340",720.579,103
"271",8887,8886,"1169762",214.418,104
"272",8889,8887,"1182525",125.251,104
"273",8904,8903,"1192712",2688.922,105
"274",8823,8904,"1172300",2204.405,105
"275",8925,8919,"1209386",17897.124,106
"276",8822,8925,"1209386",14960.723,106
"277",8891,8925,"1192712",2934.853,106
"278",8942,8973,"1209053",4183.407,107
"279",8941,8942,"1553309",2806.07,107
"280",8981,8980,"1209053",12401.29,108
"281",8982,8981,"1209053",9404.686,108
"282",9034,8981,"595217",2829.493,108
"283",9091,9090,"425264",34746.46,109
"284",9092,9091,"425264",31302.45,109
"285",9136,9091,"1169025",3441.147,109
"286",9107,9106,"425264",30878.613,110
"287",8924,9107,"1209386",18419.952,110
"288",9028,9107,"1209053",12436.78,110
"289",9122,9135,"1169025",2357.482,111
"290",9109,9122,"1180226",1097.147,111
"291",9244,9245,"425264",51272.026,112
"292",9246,9244,"425264",48137.339,112
"293",9261,9244,"1542136",3129.847,112
"294",9253,9252,"425264",48076.169,113
"295",9191,9253,"425264",40017.082,113
"296",9425,9253,"1084024",8057.853,113
"297",9359,9358,"1079594",1567.381,114
"298",9334,9359,"1066841",1037.287,114
"299",9408,9406,"1084024",7182.576,115
"300",9421,9408,"1084024",6078.786,115
"301",9432,9408,"1070656",795.127,115
"302",9420,9427,"1084024",4882.849,116
"303",9324,9420,"1067076",2560.424,116
"304",9360,9420,"1079594",2314.824,116
"305",9445,9444,"1070656",547.573,117
"306",9446,9445,"1066212",187.42,117
"307",9503,9501,"1552301",1289.601,118
"308",9504,9503,"1015692",724.731,118
"309",9656,9655,"1552301",8616.812,119
"310",9553,9656,"1552301",6339.396,119
"311",9616,9656,"1551294",2276.442,119
"312",9715,9714,"1551620",12591.855,120
"313",9657,9715,"1552301",9592.115,120
"314",9660,9715,"1551216",2997.104,120
"315",9806,9805,"1551620",16089.868,121
"316",9717,9806,"1551620",13295.799,121
"317",9755,9806,"1551032",2787.844,121
"318",9864,9823,"1072258",1338.349,122
"319",9824,9864,"1066873",486.656,122
"320",9845,9864,"1072258",844.776,122
"321",10039,10040,"425264",72234.544,123
"322",9256,10039,"425264",53807.005,123
"323",9809,10039,"1551620",18422.972,123
"324",10070,10071,"425264",89825.096,124
"325",9919,10070,"1072258",5881.989,124
"326",10045,10070,"425264",83937.302,124
"327",10180,10178,"425264",98573.838,125
"328",10181,10180,"425264",94091.893,125
"329",10210,10180,"513416",4475.954,125
"330",10215,10231,"513130",3787.243,126
"331",10212,10215,"514290",2653.553,126
"332",10418,10401,"493284",7716.386,127
"333",10344,10418,"493284",4534.033,127
"334",10373,10418,"517526",3180.55,127
"335",10458,10481,"449850",1421.874,128
"336",10459,10458,"449850",942.972,128
"337",10497,10458,"442871",464.539,128
"338",10521,10522,"449850",5461.999,129
"339",10523,10521,"449850",3786.351,129
"340",10546,10521,"452944",1640.441,129
"341",10684,10683,"415005",29046.814,130
"342",10693,10684,"445332",29040.012,130
"343",10812,10811,"445955",12287.793,131
"344",10806,10812,"445955",5707.412,131
"345",10889,10812,"450879",6578.077,131
"346",10840,10842,"450879",1853.6,132
"347",10824,10840,"434575",1792.528,132
"348",11102,11116,"1326386",3462.37,133
"349",11080,11102,"1281015",1564.261,133
"350",11133,11102,"1326386",1896.345,133
"351",11137,11136,"517018",19246.928,134
"352",11042,11137,"517018",14133.55,134
"353",11100,11137,"1326386",5109.86,134
"354",11384,11382,"425264",114610.232,135
"355",10138,11384,"425264",105329.529,135
"356",10310,11384,"513130",9278.622,135
"357",11475,11462,"425264",137049.231,136
"358",10442,11475,"493284",12879.165,136
"359",11448,11475,"425264",124155.566,136
"360",11545,11546,"425264",252270.694,137
"361",11550,11545,"425264",205154.58,137
"362",12732,11545,"517033",47114.691,137
"363",11608,11605,"1303469",4184.143,138
"364",11559,11608,"1327068",3107.336,138
"365",11737,11741,"1306463",7776.949,139
"366",11738,11737,"1306463",5029.426,139
"367",11797,11737,"1326897",2747.046,139
"368",11805,11804,"517033",14454.312,140
"369",11581,11805,"1303469",5438.757,140
"370",11730,11805,"1306463",9011.956,140
"371",12746,12745,"1629903",3675.6,141
"372",12747,12746,"1629903",2778.914,141
"373",12781,12746,"655896",892.544,141
"374",12839,12838,"1629903",10112.535,142
