field_1,MonitoringLocationIdentifier,lat,lon
"5169",21GAEPD_WQX-RV_07_3004,30.9744,-81.7258
"5116",21GAEPD_WQX-RV_07_16484,30.908,-81.9059
"5115",21GAEPD_WQX-RV_07_16483,30.9322,-81.9049
"5118",21GAEPD_WQX-RV_07_16486,30.9045,-81.8596
"5117",21GAEPD_WQX-RV_07_16485,30.9099,-81.8921
"5166",21GAEPD_WQX-RV_07_3001,31.2211,-81.8675
"24605",USGS-02228000,31.2195833,-81.8664444
"5168",21GAEPD_WQX-RV_07_3003,30.9456,-81.8994
"5114",21GAEPD_WQX-RV_07_16482,30.9752,-81.9065
"5113",21GAEPD_WQX-RV_07_16481,30.9904,-81.9157
"5111",21GAEPD_WQX-RV_07_16479,31.0157,-81.9104
"5110",21GAEPD_WQX-RV_07_16478,31.0214,-81.904
"5112",21GAEPD_WQX-RV_07_16480,31.0089,-81.9092
"1458",21FLA_WQX-19010001,30.741583,-81.68814
"5226",21GAEPD_WQX-RV_08_3135,30.7415,-81.688
"3616",21FLSJWM_WQX-448969,30.72222,-81.51472
"5224",21GAEPD_WQX-RV_08_3133,30.7768,-81.9789
"31822",USGS-292600081405401,29.4335831,-81.6814686
"1741",21FLCEN_WQX-20010167,29.4317778,-81.6754167
"1822",21FLCEN_WQX-20010895,29.0375,-81.4186111
"4187",21FLVEMD_WQX-SJ21,29.0379,-81.41847
"1824",21FLCEN_WQX-20010898,28.9761111,-81.3602777
"4185",21FLVEMD_WQX-SJ18,28.9762922,-81.3597682
"4181",21FLVEMD_WQX-SJ13,28.86989,-81.36234
"2089",21FLCEN_WQX-G2CE0165,28.873286,-81.36168
"1739",21FLCEN_WQX-20010144,28.8773361,-81.3670194
"1795",21FLCEN_WQX-20010781,28.8336722,-81.3088611
"1794",21FLCEN_WQX-20010780,28.8348277,-81.3159805
"3695",21FLSJWM_WQX-71894,28.84798,-81.35328
"1738",21FLCEN_WQX-20010143,28.8469722,-81.3415556
"24618",USGS-02234500,28.8380469,-81.3242323
"1722",21FLCEN_WQX-20010003,28.837083,-81.322778
"1727",21FLCEN_WQX-20010106,28.837611,-81.325444
"1793",21FLCEN_WQX-20010779,28.8410305,-81.3345805
"2110",21FLCEN_WQX-G3CE0015,28.491936,-80.882777
"2113",21FLCEN_WQX-G3CE0023,28.311027,-80.809151
"1729",21FLCEN_WQX-20010113,28.28872,-80.81944
"1819",21FLCEN_WQX-20010859,28.292025,-80.8148611
"3552",21FLSJWM_WQX-44161,28.2678094,-80.8326676
"1879",21FLCEN_WQX-20011090,28.0836166,-80.755225
"1728",21FLCEN_WQX-20010107,28.0838889,-80.7529167
"1876",21FLCEN_WQX-20011087,28.089525,-80.7511444
"1878",21FLCEN_WQX-20011089,28.0856194,-80.7513833
"3668",21FLSJWM_WQX-460903,28.0861389,-80.7515278
"1877",21FLCEN_WQX-20011088,28.0874972,-80.7515416
"1818",21FLCEN_WQX-20010855,28.11166,-80.74711
"3554",21FLSJWM_WQX-44183,28.0789411,-80.7665425
"1800",21FLCEN_WQX-20010802,28.0575556,-80.792
"2111",21FLCEN_WQX-G3CE0017,28.062142,-80.789557
"1801",21FLCEN_WQX-20010804,28.03925,-80.7978056
"1799",21FLCEN_WQX-20010801,28.0273056,-80.7994722
"3550",21FLSJWM_WQX-44149,28.0082139,-80.7939639
"1814",21FLCEN_WQX-20010838,27.9913917,-80.7917722
"1784",21FLCEN_WQX-20010662,27.995,-80.7916667
"1813",21FLCEN_WQX-20010836,27.9973778,-80.7920667
"2112",21FLCEN_WQX-G3CE0018,27.999375,-80.792073
"1812",21FLCEN_WQX-20010835,27.9994139,-80.7920444
"3551",21FLSJWM_WQX-44157,28.3572667,-80.8720056
"24609",USGS-02232400,28.3697284,-80.8725578
"1875",21FLCEN_WQX-20011082,28.8288888,-81.1104166
"2088",21FLCEN_WQX-G2CE0164,29.096308,-81.499879
"2114",21FLCEN_WQX-G3CE0024,28.54431,-80.944813
"2559",21FLGW_WQX-3557,28.5427471,-80.9426248
"3556",21FLSJWM_WQX-44195,28.5427446,-80.942484
"3670",21FLSJWM_WQX-465469,28.543691,-80.9445583
"24611",USGS-02232500,28.5430553,-80.943392
"4183",21FLVEMD_WQX-SJ15,28.8831944,-81.3656111
"1881",21FLCEN_WQX-20011128,28.7047083,-81.0266972
"1861",21FLCEN_WQX-20011067,28.7288888,-81.0403888
"1863",21FLCEN_WQX-20011069,28.7148333,-81.0353333
"1798",21FLCEN_WQX-20010784,28.7939333,-81.1872888
"1775",21FLCEN_WQX-20010483,28.8158889,-81.0849167
"2101",21FLCEN_WQX-G2CE0202,28.812711,-81.123241
"1874",21FLCEN_WQX-20011081,28.8066666,-81.1311111
"4180",21FLVEMD_WQX-SJ05,28.8072792,-81.1305091
"2116",21FLCEN_WQX-G3CE0030,28.232431,-80.8596
"1730",21FLCEN_WQX-20010114,28.2344444,-80.8606944
"1950",21FLCEN_WQX-20030519,29.4194444,-81.6535556
"1865",21FLCEN_WQX-20011071,29.16497,-81.52191
"3594",21FLSJWM_WQX-44773,29.1667522,-81.5225812
"3575",21FLSJWM_WQX-44612,29.1671063,-81.5228298
"1869",21FLCEN_WQX-20011076,29.1364444,-81.5140277
"4189",21FLVEMD_WQX-SJ26,29.12352,-81.50522
"1868",21FLCEN_WQX-20011075,29.1237222,-81.5055
"4184",21FLVEMD_WQX-SJ16,28.9486111,-81.3461111
"1823",21FLCEN_WQX-20010897,29.0086111,-81.3813888
"3572",21FLSJWM_WQX-44607,29.0086802,-81.381724
"4186",21FLVEMD_WQX-SJ20,29.0186111,-81.3888
"24624",USGS-02236000,29.0083183,-81.3825651
"1797",21FLCEN_WQX-20010783,28.7948472,-81.179325
"2097",21FLCEN_WQX-G2CE0188,28.790972,-81.057639
"3694",21FLSJWM_WQX-71890,28.7922545,-81.0577112
"2095",21FLCEN_WQX-G2CE0173,28.7932629,-81.0581403
"2090",21FLCEN_WQX-G2CE0166,28.794467,-81.05846
"1825",21FLCEN_WQX-20010911,28.7945555,-81.0584444
"3655",21FLSJWM_WQX-45545,30.156667,-81.683889
"3662",21FLSJWM_WQX-45737,29.977222,-81.611
"3641",21FLSJWM_WQX-45373,29.595278,-81.679167
"31847",USGS-293554081390401,29.5985807,-81.6509146
"3659",21FLSJWM_WQX-45674,29.643611,-81.625
"31827",USGS-292905081403401,29.484971,-81.6759133
"31832",USGS-293112081404201,29.5202481,-81.6781361
"2271",21FLEECO_WQX-CRNEP_RSAE04063,26.65313,-81.87661
"2203",21FLEECO_WQX-CRNEP_RSAD65235,26.66663,-81.85788
"2298",21FLEECO_WQX-CRNEP_RSAE29971,26.69867,-81.81071
"4243",21FLWQA_WQX-BLOOM156,26.71577,-81.7612
"2236",21FLEECO_WQX-CRNEP_RSAD83927,26.71321,-81.76806
"4275",21FLWQA_WQX-BLOOM85,26.7137993,-81.6061302
"24678",USGS-02292795,26.7136793,-81.6103575
"2287",21FLEECO_WQX-CRNEP_RSAE21371,26.60257,-81.9055
"2300",21FLEECO_WQX-CRNEP_RSAE29973,26.53418,-81.94923
"2309",21FLEECO_WQX-CRNEP_RSBOTAD70189,26.53522,-81.94569
"2212",21FLEECO_WQX-CRNEP_RSAD70188,26.53522,-81.94569
"2301",21FLEECO_WQX-CRNEP_RSAE29974,26.53036,-82.00249
"3875",21FLSWFD_WQX-23416,28.9122417,-82.2801889
"3876",21FLSWFD_WQX-23419,28.7233383,-82.241979
"24802",USGS-02312600,28.7435997,-82.2200892
"3877",21FLSWFD_WQX-23505,28.7437028,-82.2198194
"3912",21FLSWFD_WQX-670034,28.6444361,-82.2570333
"2848",21FLKWAT_WQX-SUM-TOWNSEN-3,28.6555,-82.2745
"2847",21FLKWAT_WQX-SUM-TOWNSEN-2,28.6519,-82.272
"2846",21FLKWAT_WQX-SUM-TOWNSEN-1,28.6495,-82.2694
"3880",21FLSWFD_WQX-23555,28.5188556,-82.2095139
"3873",21FLSWFD_WQX-23411,29.0252778,-82.6691667
"4234",21FLWQA_WQX-BLOOM115,29.0210487,-82.6424092
"4150",21FLTPA_WQX-G4SW0101,29.03087,-82.68215
"3872",21FLSWFD_WQX-23409,29.0246757,-82.7207103
"2812",21FLKWAT_WQX-MAR-WI-UNNELLON,29.0465,-82.4648
"3874",21FLSWFD_WQX-23414,29.0456583,-82.46475
"2521",21FLGW_WQX-3513,28.988548,-82.349844
"24807",USGS-02313000,28.9888676,-82.3495406
"4147",21FLTPA_WQX-G4SW0045,28.86,-82.235417
"3862",21FLSWFD_WQX-23170,28.8231944,-82.1832222
"3863",21FLSWFD_WQX-23174,28.8233889,-82.1831667
"3878",21FLSWFD_WQX-23515,28.593,-82.2219306
"24801",USGS-02312500,28.5927714,-82.222032
"3981",21FLTLHR_WQX-G1TLHR0035,30.39128,-83.16893
"3728",21FLSUW_WQX-127827,30.3917825,-83.1683489
"3727",21FLSUW_WQX-127826,30.43694,-83.09139
"4282",21FLWQA_WQX-G1NED0017,29.327227,-83.103822
"3796",21FLSUW_WQX-SUW275C1,29.3280556,-83.1030556
"31924",USGS-301259083143700,30.2166095,-83.2434728
"3729",21FLSUW_WQX-127828,30.09889,-83.17195
"3791",21FLSUW_WQX-SUW130C1,30.0988889,-83.1719444
"24903",USGS-02320000,30.0999451,-83.1715247
"3746",21FLSUW_WQX-127948,29.9574981,-82.9328011
"2527",21FLGW_WQX-3522,29.957818,-82.931964
"31893",USGS-300023082594900,30.0066159,-82.9967965
"31889",USGS-295945082580400,29.9960611,-82.967629
"3790",21FLSUW_WQX-SUW120C1,30.2447222,-83.2497222
"3735",21FLSUW_WQX-127886,30.24473,-83.24972
"31912",USGS-300735083133100,30.1266106,-83.2251379
"31901",USGS-300230083013200,30.0418928,-83.0254086
"3753",21FLSUW_WQX-129897,29.311071,-83.146791
"2525",21FLGW_WQX-3519,29.59262,-82.93849
"3720",21FLSUW_WQX-127802,29.59139,-82.93722
"3794",21FLSUW_WQX-SUW160C1,29.5913889,-82.9372222
"3795",21FLSUW_WQX-SUW240C1,29.3991667,-83.0227778
"3740",21FLSUW_WQX-127920,29.39917,-83.02278
"3760",21FLSUW_WQX-132585,29.3387483,-83.0854361
"31869",USGS-294754082551700,29.7985658,-82.9212374
"3793",21FLSUW_WQX-SUW150C1,29.7911111,-82.9244444
"3737",21FLSUW_WQX-127904,29.7975475,-82.9202675
"3734",21FLSUW_WQX-127884,30.3846044,-83.1751302
"2532",21FLGW_WQX-3530,30.384712,-83.173384
"2927",21FLLEON_WQX-LCOC3047384407,30.4732979,-84.4071387
"4006",21FLTLHR_WQX-G1TLHR0074,30.473524,-84.4068701
"4311",21FLWQA_WQX-G1WA0068,30.47573,-84.40595
"4005",21FLTLHR_WQX-G1TLHR0071,30.5286,-84.3896
"4312",21FLWQA_WQX-G1WA0069,30.52967,-84.38896
"2933",21FLLEON_WQX-LCT023038584652,30.38541,-84.65186
"2530",21FLGW_WQX-3527,30.176743,-84.668499
"24998",USGS-02336000,33.8591667,-84.4544444
"5661",21GAEPD_WQX-RV_12_3891,33.8278,-84.455
"5652",21GAEPD_WQX-RV_12_3845,34.0342,-84.1208
"5650",21GAEPD_WQX-RV_12_3841,34.0506,-84.0977
"24953",USGS-02332017,34.4453771,-83.685177
"5671",21GAEPD_WQX-RV_12_3902,34.4451,-83.6842
"24972",USGS-02335000,33.9972222,-84.2019444
"5655",21GAEPD_WQX-RV_12_3859,33.9731,-84.2631
"24969",USGS-02334500,34.1262106,-84.0935233
"5711",21GAEPD_WQX-RV_12_3980,34.1261,-84.0936
"24980",USGS-02335830,33.943435,-84.40465
"5656",21GAEPD_WQX-RV_12_3870,33.9443,-84.405
"5673",21GAEPD_WQX-RV_12_3904,34.4143,-83.7085
"25066",USGS-02339500,32.8866389,-85.1815833
"5735",21GAEPD_WQX-RV_12_4067,32.8777,-85.1806
"5731",21GAEPD_WQX-RV_12_4063,32.9134,-85.1914
"25060",USGS-02338500,33.2779722,-85.1009167
"5725",21GAEPD_WQX-RV_12_4041,33.2792,-85.1
"5629",21GAEPD_WQX-RV_12_16774,33.3946,-85.0322
"25045",USGS-02337170,33.6566667,-84.6736111
"5697",21GAEPD_WQX-RV_12_3945,33.6567,-84.6736
"25042",USGS-02337070,33.6928866,-84.6304886
"5696",21GAEPD_WQX-RV_12_3944,33.6928,-84.6303
"5694",21GAEPD_WQX-RV_12_3940,33.7373,-84.5826
"25031",USGS-02336652,33.769829,-84.5390986
"5690",21GAEPD_WQX-RV_12_3934,33.7953,-84.5078
"25022",USGS-02336490,33.8169444,-84.48
"5688",21GAEPD_WQX-RV_12_3932,33.8089,-84.4953
"25056",USGS-02338000,33.4765278,-84.9011944
"5704",21GAEPD_WQX-RV_12_3962,33.4769,-84.9011
"5703",21GAEPD_WQX-RV_12_3960,33.5778,-84.8086
"25051",USGS-02337445,33.5778891,-84.8085479
"25080",USGS-02342111,32.3220924,-84.9999306
"5739",21GAEPD_WQX-RV_12_4084,32.4089,-84.9803
"5744",21GAEPD_WQX-RV_12_4093,32.2308,-84.9232
"25083",USGS-02342881,32.1406667,-85.0493889
"5745",21GAEPD_WQX-RV_12_4094,32.1436,-85.0453
"5743",21GAEPD_WQX-RV_12_4091,32.3,-84.9369
"25093",USGS-02344040,30.9776859,-85.0052062
"5751",21GAEPD_WQX-RV_12_4110,30.9775,-85.0053
"2570",21FLGW_WQX-51559,30.9785972,-85.0059306
"25092",USGS-02344000,31.1165707,-85.0471513
"5750",21GAEPD_WQX-RV_12_4109,31.115,-85.0453
"25088",USGS-02343260,31.6043348,-85.055484
"5749",21GAEPD_WQX-RV_12_4104,31.6042,-85.0553
"25136",USGS-02348060,32.669031,-84.0988009
"5487",21GAEPD_WQX-RV_11_3434,32.6689,-84.0989
"25114",USGS-02345000,32.9892951,-84.5290906
"5521",21GAEPD_WQX-RV_11_3496,32.9892,-84.5292
"5520",21GAEPD_WQX-RV_11_3495,33.0675,-84.525
"25116",USGS-02346180,32.8385,-84.42425
"5524",21GAEPD_WQX-RV_11_3501,32.8389,-84.4242
"5529",21GAEPD_WQX-RV_11_3506,32.4329,-84.0251
"5590",21GAEPD_WQX-RV_11_3789,32.856,-84.4768
"5478",21GAEPD_WQX-RV_11_17563,32.5433,-84.0143
"5535",21GAEPD_WQX-RV_11_3531,31.7253,-84.0182
"25148",USGS-02349605,32.2930556,-84.0436111
"5532",21GAEPD_WQX-RV_11_3511,32.2929,-84.0441
"25146",USGS-02349500,32.2982134,-84.0437965
"5530",21GAEPD_WQX-RV_11_3507,32.2981,-84.0439
"25155",USGS-02350001,32.0587799,-83.9774007
"5500",21GAEPD_WQX-RV_11_3456,32.0537,-83.9777
"5547",21GAEPD_WQX-RV_11_3556,31.4442,-84.1378
"25179",USGS-02353000,31.3069444,-84.3388889
"5548",21GAEPD_WQX-RV_11_3558,31.3094,-84.335
"25200",USGS-02356020,30.8449116,-84.6585278
"25199",USGS-02356000,30.9103056,-84.5805
"5550",21GAEPD_WQX-RV_11_3563,30.9109,-84.5805
"5551",21GAEPD_WQX-RV_11_3564,30.8928,-84.6106
"25177",USGS-02352560,31.5523969,-84.1460184
"25176",USGS-02352500,31.5941667,-84.1441667
"5546",21GAEPD_WQX-RV_11_3553,31.5524,-84.1463
"5545",21GAEPD_WQX-RV_11_3552,31.5942,-84.1442
"4051",21FLTLHR_WQX-G2TLHR0034,29.7669,-85.0388
"4057",21FLTLHR_WQX-G2TLHR0042,29.9822,-85.0272
"4058",21FLTLHR_WQX-G2TLHR0043,30.44136,-84.9864
"25211",USGS-02357998,30.7009444,-84.8598889
"25212",USGS-02358000,30.7010251,-84.8590871
"31972",USGS-304203084513302,30.7010251,-84.8590871
"2545",21FLGW_WQX-3543,30.700731,-84.859462
"2528",21FLGW_WQX-3524,29.948569,-85.016186
"25215",USGS-02359170,29.9493709,-85.0154686
"2798",21FLKWAT_WQX-HOL-CBA RIV-9-1,31.1093,-85.8315
"3080",21FLPNS_WQX-32020247,30.4770979,-85.8741919
"2536",21FLGW_WQX-3534,30.451176,-85.898033
"2861",21FLKWAT_WQX-WAL-A RIVER-3-1,30.4512,-85.898
"25226",USGS-02366500,30.4510296,-85.8982682
"3053",21FLPNS_WQX-30578,30.6219951,-85.9110193
"2796",21FLKWAT_WQX-HOL-CBA RIV-7-1,30.7754,-85.8274
"3108",21FLPNS_WQX-G3NW0052,30.776015,-85.8273089
"2550",21FLGW_WQX-3548,30.949894,-85.843309
"2797",21FLKWAT_WQX-HOL-CBA RIV-8-1,30.8898,-85.8823
"3126",21FLPNS_WQX-G3NW0129,30.49838,-85.86235
"3114",21FLPNS_WQX-G3NW0073,30.395807,-86.021227
"1706",21FLBFA_WQX-33020500,31.0668268,-87.06141
"3158",21FLPNS_WQX-G4NW0006,30.65,-87.2652907
"2543",21FLGW_WQX-3541,30.670181,-87.267008
"3157",21FLPNS_WQX-G4NW0005,30.67112,-87.26678
"25232",USGS-02375500,30.965183,-87.2341395
"2551",21FLGW_WQX-3549,30.964065,-87.235993
"3204",21FLPNS_WQX-G4NW0264,30.55629,-87.211448
"3245",21FLPNS_WQX-G4NW0404,30.863119,-87.306206
"3159",21FLPNS_WQX-G4NW0009,30.54876,-87.1964
"25290",USGS-02387050,34.593418,-84.9338319
"5912",21GAEPD_WQX-RV_14_4463,34.5933,-84.9339
"25289",USGS-02387000,34.6669167,-84.9279167
"5911",21GAEPD_WQX-RV_14_4460,34.6667,-84.9283
"25284",USGS-02385618,34.7086931,-84.8638301
"5910",21GAEPD_WQX-RV_14_4457,34.7086,-84.8639
"5849",21GAEPD_WQX-RV_14_16663,34.7367,-84.8574
"25267",USGS-02383540,34.5411973,-84.9007749
"5878",21GAEPD_WQX-RV_14_4419,34.5411,-84.9008
"25301",USGS-02387770,34.3795345,-85.1243936
"5942",21GAEPD_WQX-RV_14_4530,34.3794,-85.1244
"25292",USGS-02387500,34.5771111,-84.9418528
"5880",21GAEPD_WQX-RV_14_4421,34.5714,-84.9469
"25294",USGS-02387530,34.5103645,-84.9577212
"5881",21GAEPD_WQX-RV_14_4423,34.5103,-84.9578
"25298",USGS-02387650,34.4920314,-85.0135564
"5884",21GAEPD_WQX-RV_14_4426,34.4919,-85.0136
"25310",USGS-02388520,34.2692599,-85.1727284
"5945",21GAEPD_WQX-RV_14_4534,34.2703,-85.1733
"25308",USGS-02388500,34.2989722,-85.138
"5944",21GAEPD_WQX-RV_14_4533,34.2988,-85.1381
"25299",USGS-02387670,34.4511993,-85.0282791
"5885",21GAEPD_WQX-RV_14_4427,34.4511,-85.0283
"25343",USGS-02395980,34.2321111,-85.1169444
"5985",21GAEPD_WQX-RV_14_4594,34.2322,-85.1169
"25337",USGS-02395000,34.2093056,-84.97875
"5981",21GAEPD_WQX-RV_14_4589,34.2088,-84.9785
"25330",USGS-02394550,34.120376,-84.8196614
"5968",21GAEPD_WQX-RV_14_4575,34.1203,-84.8197
"25318",USGS-02392000,34.2401944,-84.4945278
"5951",21GAEPD_WQX-RV_14_4549,34.2397,-84.4944
"25345",USGS-02396001,34.2542604,-85.164117
"25344",USGS-02396000,34.2573158,-85.1582835
"5850",21GAEPD_WQX-RV_14_16687,34.2515,-85.1763
"5987",21GAEPD_WQX-RV_14_4598,34.2542,-85.164
"5986",21GAEPD_WQX-RV_14_4597,34.2572,-85.1583
"25336",USGS-02394980,34.1889849,-84.9252203
"5978",21GAEPD_WQX-RV_14_4586,34.1889,-84.9251
"5970",21GAEPD_WQX-RV_14_4578,34.1375,-84.925
"25332",USGS-02394670,34.1427222,-84.839
"5969",21GAEPD_WQX-RV_14_4577,34.1429,-84.839
"25327",USGS-02394060,34.1464866,-84.7713263
"25326",USGS-02394020,34.1534309,-84.7710484
"5966",21GAEPD_WQX-RV_14_4572,34.1533,-84.771
"5967",21GAEPD_WQX-RV_14_4573,34.1464,-84.7714
"25325",USGS-02394000,34.1629722,-84.7410833
"5965",21GAEPD_WQX-RV_14_4571,34.1631,-84.7411
"25358",USGS-02397530,34.2017612,-85.447458
"25350",USGS-02397005,34.2056504,-85.2777313
"5989",21GAEPD_WQX-RV_14_4603,34.206,-85.2804
"5990",21GAEPD_WQX-RV_14_4605,34.2003,-85.2567
"25349",USGS-02397000,34.2005,-85.2564167
"25347",USGS-02396670,34.2553714,-85.1793953
"5988",21GAEPD_WQX-RV_14_4599,34.2553,-85.1794
"5996",21GAEPD_WQX-RV_14_4614,34.2486,-85.3556
"25355",USGS-02397100,34.2487046,-85.3555114
"25410",USGS-02416000,32.9134576,-85.8710728
"25423",USGS-02420000,32.411526,-86.4083058
"25464",USGS-02441400,33.4945636,-88.4611528
"25459",USGS-02437000,33.9855556,-88.5511111
"25478",USGS-02449000,32.8251306,-88.1566917
"25468",USGS-02444161,33.210401,-88.2886454
"25501",USGS-02456500,33.7098268,-86.9833305
"25495",USGS-02455500,33.8303785,-86.7558273
"25487",USGS-02455000,34.0245423,-86.5741573
"25546",USGS-02467001,32.5209696,-87.8800143
"25548",USGS-02470500,31.0865664,-87.9772203
"7837",21MSWQ_WQX-PA076,31.8776944,-88.6874167
"7710",21MSWQ_WQX-02478500,31.150083,-88.547583
"25562",USGS-02478500,31.1486111,-88.5480556
"25561",USGS-02478300,31.367395,-88.5578024
"7840",21MSWQ_WQX-PA320,31.3440833,-89.2800833
"25560",USGS-02475000,31.1074139,-88.8083222
"7707",21MSWQ_WQX-02474740,31.1822222,-88.9186111
"7705",21MSWQ_WQX-02473260,31.2609444,-89.2259722
"25591",USGS-02480285,30.3826944,-88.6084444
"25567",USGS-02479330,30.5838889,-88.57
"35343",USGS-463925092120601,46.6569444,-92.2016667
"26171",USGS-04024025,46.6584444,-92.2840833
"16594",FONDULAC_WQX-SLRM 40.5,46.7814,-92.4683
"16593",FONDULAC_WQX-SLRM 38.5,46.7542,-92.4914
"16597",FONDULAC_WQX-SLRM 53,46.8714,-92.615
"16598",FONDULAC_WQX-SLRM 63,46.8669,-92.8064
"16599",FONDULAC_WQX-SLRM 67,46.8797,-92.8594
"16600",FONDULAC_WQX-SLRM 72,46.9311,-92.91
"16601",FONDULAC_WQX-SLRM 79,46.9956,-92.8086
"16596",FONDULAC_WQX-SLRM 51,46.8536,-92.5733
"16595",FONDULAC_WQX-SLRM 46.5,46.8133,-92.5244
"35347",USGS-464326092084101,46.7238889,-92.1447222
"7611",21MICH_WQX-660038,46.867505,-89.316949
"26187",USGS-04040000,46.7207742,-89.207086
"7408",21MICH_WQX-170141,46.55583,-85.03889
"26226",USGS-04045500,46.5745833,-85.2696389
"26410",USGS-04086000,43.7413889,-87.7521111
"26250",USGS-04071765,44.8605556,-87.9838889
"31915",USGS-301141089320300,30.1947222,-89.5341667
"26244",USGS-04069500,45.0475,-87.7444444
"7560",21MICH_WQX-550038,45.106253,-87.635559
"26242",USGS-04067648,45.1063736,-87.6356624
"35549",WIDNR_WQX-383088,45.32217,-87.66164
"26233",USGS-04059500,45.7549674,-87.2020793
"26302",USGS-04073500,43.9538889,-88.9525
"26338",USGS-04079000,44.3922026,-88.7403812
"26316",USGS-04077400,44.8358164,-88.6251035
"26315",USGS-04077100,44.8833156,-88.6348264
"35527",WIDNR_WQX-053210,44.461193,-88.05905
"26363",USGS-04085000,44.3266562,-88.1651033
"26390",USGS-040851385,44.5286111,-88.01
"26391",USGS-04085139,44.5391592,-88.0057984
"26447",USGS-04087170,43.0244444,-87.8983333
"26433",USGS-04087000,43.1000116,-87.9089745
"26429",USGS-04086600,43.2802778,-87.9425
"35541",WIDNR_WQX-10047699,43.408184,-87.9409
"7384",21MICH_WQX-110628,42.096417,-86.471168
"26474",USGS-04102080,42.0892073,-86.4747444
"7385",21MICH_WQX-110745,41.846741,-86.267583
"26472",USGS-04101500,41.8292138,-86.2597325
"7655",21MICH_WQX-750273,41.80003,-85.756944
"26493",USGS-04108660,42.6508598,-86.106703
"7360",21MICH_WQX-030077,42.651115,-86.106115
"26492",USGS-04108500,42.5936408,-85.9841986
"26494",USGS-04108690,42.6472473,-86.1980934
"26506",USGS-04119400,43.0241884,-86.0264354
"7624",21MICH_WQX-700123,43.02842,-86.03584
"26505",USGS-04119300,43.0147449,-85.9558771
"7480",21MICH_WQX-340025,42.971948,-85.070004
"17171",LRBOI_WQX-M55,44.26149,-86.28312
"17167",LRBOI_WQX-BBear,44.29474,-86.12313
"17168",LRBOI_WQX-BPine,44.26042,-86.08341
"17177",LRBOI_WQX-Suic,44.2676,-85.94393
"7699",21MICH_WQX-830228,44.42794,-85.70861
"7545",21MICH_WQX-510088,44.264304,-86.295377
"26523",USGS-04126010,44.2641694,-86.2953642
"26524",USGS-04126520,44.2505584,-86.319253
"7666",21MICH_WQX-770073,45.97132,-86.242819
"26228",USGS-04057004,45.971639,-86.2431974
"7623",21MICH_WQX-680072,44.65914,-84.038839
"7425",21MICH_WQX-200170,44.66993,-84.38133
"26557",USGS-04137500,44.4364045,-83.4338609
"7486",21MICH_WQX-350061,44.436115,-83.43417
"26566",USGS-04156100,43.5686379,-84.1935971
"7635",21MICH_WQX-730025,43.392781,-84.011116
"7636",21MICH_WQX-730135,43.318892,-83.992781
"7637",21MICH_WQX-730285,43.308893,-83.952504
"26570",USGS-04157061,43.6105786,-83.8855318
"26567",USGS-04156999,43.4022222,-83.9661111
"26569",USGS-04157005,43.4219699,-83.951918
"7644",21MICH_WQX-740385,42.973564,-82.42029
"7642",21MICH_WQX-740267,43.0175,-82.453055
"7572",21MICH_WQX-580046,41.90165,-83.36482
"26614",USGS-04176500,41.9606008,-83.5310462
"26622",USGS-04182769,41.0786593,-85.1544155
"26621",USGS-04182000,40.9878257,-85.111914
"11345",21OHIO_WQX-P06K05,41.2625,-84.5611
"11359",21OHIO_WQX-P06S08,41.2219,-84.6697
"26626",USGS-04183105,41.1697778,-84.8491667
"26624",USGS-04183000,41.0850487,-85.0221904
"9655",21OHIO_WQX-301929,41.08471,-85.02196
"26623",USGS-04182867,41.0849444,-85.1223333
"11346",21OHIO_WQX-P06K06,41.2378,-84.6022
"11347",21OHIO_WQX-P06K09,41.1739,-84.7717
"26627",USGS-04183500,41.1989389,-84.7444033
"8936",21OHIO_WQX-201868,41.1839,-84.7325
"11358",21OHIO_WQX-P06S07,41.2753,-84.515
"11344",21OHIO_WQX-P06K03,41.2867,-84.4381
"10039",21OHIO_WQX-500180,41.2786,-84.3853
"10042",21OHIO_WQX-500290,41.2538,-84.3896
"26642",USGS-04191500,41.2375489,-84.3991137
"26633",USGS-04185935,40.6858333,-84.2655556
"10036",21OHIO_WQX-500110,41.0208,-84.2889
"9596",21OHIO_WQX-301740,41.548042,-83.674944
"11524",21OHIO_WQX-P11S39,41.6089,-83.5794
"11500",21OHIO_WQX-P11K31,41.4481,-83.7858
"34265",USGS-412451083513900,41.4141667,-83.8608333
"11501",21OHIO_WQX-P11K33,41.4142,-83.8606
"8934",21OHIO_WQX-201851,41.4097,-84.0586
"8935",21OHIO_WQX-201859,41.2908,-84.2761
"26643",USGS-04192500,41.2919928,-84.2810573
"11916",21OHIO_WQX-S02S20,41.4681,-83.3081
"11915",21OHIO_WQX-S02S18,41.4828,-83.2867
"11904",21OHIO_WQX-S02P06,41.504796,-83.145214
"11912",21OHIO_WQX-S02S14,41.5044,-83.1275
"11907",21OHIO_WQX-S02S05,41.4917,-83.2117
"11906",21OHIO_WQX-S02S03,41.492261,-83.211238
"11914",21OHIO_WQX-S02S17,41.4953,-83.1981
"11913",21OHIO_WQX-S02S16,41.5022,-83.1697
"11905",21OHIO_WQX-S02P08,41.4914,-83.2216
"12023",21OHIO_WQX-U04S18,41.412852,-83.081618
"12028",21OHIO_WQX-U04W11,41.346853,-83.111819
"10065",21OHIO_WQX-500890,41.370403,-83.098475
"12027",21OHIO_WQX-U04T01,41.239254,-83.145519
