"","MonitoringLocationIdentifier","lat","lon"
"17512","MDE_FIELDSERVICES_WQX-PRI0051",39.626983,-76.04045
"17513","MDE_FIELDSERVICES_WQX-PRI0064",39.6413,-76.039817
"17514","MDE_FIELDSERVICES_WQX-PRR0012",38.32765,-76.909933
"17515","MDE_FIELDSERVICES_WQX-PSN0003",39.560433,-78.727983
"17516","MDE_FIELDSERVICES_WQX-PTC0005",38.514483,-77.02175
"17517","MDE_FIELDSERVICES_WQX-PTC0006",38.514583,-77.021867
"17518","MDE_FIELDSERVICES_WQX-PTH0008",39.6773,-78.4708
"17519","MDE_FIELDSERVICES_WQX-PTS0020",38.848317,-76.0815
"17520","MDE_FIELDSERVICES_WQX-PTS0033",38.85234,-76.06233
"17521","MDE_FIELDSERVICES_WQX-PUR0002",39.53061,-78.46643
"17522","MDE_FIELDSERVICES_WQX-PUS0008",38.186067,-75.538
"17523","MDE_FIELDSERVICES_WQX-PVR0001",39.692283,-78.709033
"17524","MDE_FIELDSERVICES_WQX-PXT0546",38.884417,-76.675683
"17525","MDE_FIELDSERVICES_WQX-PXT0561",38.8952,-76.676217
"17526","MDE_FIELDSERVICES_WQX-PXT0595",38.932,-76.682083
"17527","MDE_FIELDSERVICES_WQX-PXT0613",38.951617,-76.6941
"17528","MDE_FIELDSERVICES_WQX-PXT0630",38.988517,-76.705267
"17529","MDE_FIELDSERVICES_WQX-PXT0683",39.0345,-76.750917
"17530","MDE_FIELDSERVICES_WQX-PXT0748",39.072017,-76.838367
"17531","MDE_FIELDSERVICES_WQX-PXT0771",39.096783,-76.835533
"17532","MDE_FIELDSERVICES_WQX-PXT0803",39.10485,-76.840967
"17533","MDE_FIELDSERVICES_WQX-PXT0809",39.115567,-76.8734
"17534","MDE_FIELDSERVICES_WQX-PXT0917",39.155867,-76.976617
"17535","MDE_FIELDSERVICES_WQX-PXT0972",39.238183,-77.05605
"17536","MDE_FIELDSERVICES_WQX-PXT1066",39.265483,-77.1147
"17537","MDE_FIELDSERVICES_WQX-PYB0008",38.171967,-75.371733
"17538","MDE_FIELDSERVICES_WQX-PYC0003",39.539967,-76.644567
"17539","MDE_FIELDSERVICES_WQX-PYE0000",39.3573,-76.997033
"17540","MDE_FIELDSERVICES_WQX-PYS0024",39.552117,-79.10165
"17541","MDE_FIELDSERVICES_WQX-QUA0107",38.370033,-75.7392
"17542","MDE_FIELDSERVICES_WQX-RAD0025",39.21985,-76.0808
"17543","MDE_FIELDSERVICES_WQX-RAT0008",39.688617,-78.0358
"17544","MDE_FIELDSERVICES_WQX-RBR0005",39.114133,-77.38055
"17545","MDE_FIELDSERVICES_WQX-RBS0015",38.811783,-75.863767
"17546","MDE_FIELDSERVICES_WQX-RCM0009",38.909583,-77.050083
"17547","MDE_FIELDSERVICES_WQX-RCM0111",38.992833,-77.062
"17548","MDE_FIELDSERVICES_WQX-RCM0186",39.057067,-77.09355
"17549","MDE_FIELDSERVICES_WQX-RCM0235",39.10225,-77.124667
"17550","MDE_FIELDSERVICES_WQX-RCM0243",39.1132,-77.130017
"17551","MDE_FIELDSERVICES_WQX-RCM0280",39.137433,-77.129017
"17552","MDE_FIELDSERVICES_WQX-RCP0012",39.729917,-77.230233
"17553","MDE_FIELDSERVICES_WQX-RDD0002",39.184483,-77.045967
"17554","MDE_FIELDSERVICES_WQX-RDH0007",39.317,-76.51585
"17555","MDE_FIELDSERVICES_WQX-RDR0001",39.4045,-76.77925
"17556","MDE_FIELDSERVICES_WQX-RDR0008",39.402433,-76.786183
"17557","MDE_FIELDSERVICES_WQX-REE0038",39.02425,-76.138383
"17558","MDE_FIELDSERVICES_WQX-REH0018",38.058217,-75.660667
"17559","MDE_FIELDSERVICES_WQX-RER0004",38.533217,-77.226683
"17560","MDE_FIELDSERVICES_WQX-RHL0002",39.246233,-76.843517
"17561","MDE_FIELDSERVICES_WQX-RKD0006",39.700317,-77.829767
"17562","MDE_FIELDSERVICES_WQX-RKG0001",39.7057,-78.697
"17563","MDE_FIELDSERVICES_WQX-RKG0023",39.70115,-78.6625
"17564","MDE_FIELDSERVICES_WQX-RKG0041",39.716033,-78.64035
"17565","MDE_FIELDSERVICES_WQX-RKR0001",39.6137,-76.1258
"17566","MDE_FIELDSERVICES_WQX-RLB0024",39.2198,-75.899917
"17567","MDE_FIELDSERVICES_WQX-RLB0042",39.19745,-75.898483
"17568","MDE_FIELDSERVICES_WQX-RLB0045",39.19315,-75.89845
"17569","MDE_FIELDSERVICES_WQX-RLB0053",39.184433,-75.8942
"17570","MDE_FIELDSERVICES_WQX-RLB0054",39.184167,-75.894
"17571","MDE_FIELDSERVICES_WQX-ROB0002",38.854633,-76.6871
"17572","MDE_FIELDSERVICES_WQX-ROG0001",39.059483,-76.731667
"17573","MDE_FIELDSERVICES_WQX-ROI0010",39.213833,-76.019333
"17574","MDE_FIELDSERVICES_WQX-ROR0005",38.975067,-77.182617
"17575","MDE_FIELDSERVICES_WQX-RRN0007",39.49495,-79.368617
"17576","MDE_FIELDSERVICES_WQX-RUS0005",39.67575,-77.819517
"17577","MDE_FIELDSERVICES_WQX-RXK0000",39.608867,-76.143917
"17578","MDE_FIELDSERVICES_WQX-SAA0005",38.34835,-75.387217
"17579","MDE_FIELDSERVICES_WQX-SAB0004",39.461017,-75.773683
"17580","MDE_FIELDSERVICES_WQX-SAD0004",39.255,-79.404667
"17581","MDE_FIELDSERVICES_WQX-SAM0000",39.56675,-77.1868
"17582","MDE_FIELDSERVICES_WQX-SAM0001",39.560183,-77.1814
"17583","MDE_FIELDSERVICES_WQX-SAM0037",39.533167,-77.158833
"17584","MDE_FIELDSERVICES_WQX-SAR0001",39.63964,-78.93355
"17585","MDE_FIELDSERVICES_WQX-SAR0006",39.645633,-78.936267
"17586","MDE_FIELDSERVICES_WQX-SAS0148",39.3786,-75.80135
"17587","MDE_FIELDSERVICES_WQX-SAS0158",39.377683,-75.80195
"17588","MDE_FIELDSERVICES_WQX-SAS0176",39.377683,-75.7665
"17589","MDE_FIELDSERVICES_WQX-SAV0000",39.48047,-79.06817
"17590","MDE_FIELDSERVICES_WQX-SAV0037",39.50215,-79.12321
"17591","MDE_FIELDSERVICES_WQX-SAV0078",39.5448,-79.1342
"17592","MDE_FIELDSERVICES_WQX-SAV0119",39.58387,-79.09099
"17593","MDE_FIELDSERVICES_WQX-SAV0132",39.599133,-79.08275
"17594","MDE_FIELDSERVICES_WQX-SAV0139",39.60175,-79.07168
"17595","MDE_FIELDSERVICES_WQX-SAV0189",39.628367,-79.0295
"17596","MDE_FIELDSERVICES_WQX-SAV0205",39.64317,-79.02002
"17597","MDE_FIELDSERVICES_WQX-SAW0003",39.183167,-76.61445
"17598","MDE_FIELDSERVICES_WQX-SBB0000",39.620367,-76.333233
"17599","MDE_FIELDSERVICES_WQX-SBG0009",39.710283,-76.847433
"17600","MDE_FIELDSERVICES_WQX-SBH0002",39.44035,-76.597033
"17601","MDE_FIELDSERVICES_WQX-SBP0002",39.350967,-76.886517
"17602","MDE_FIELDSERVICES_WQX-SBP0013",39.3514,-76.898367
"17603","MDE_FIELDSERVICES_WQX-SBP0056",39.356833,-76.958967
"17604","MDE_FIELDSERVICES_WQX-SBP0082",39.356983,-76.996767
"17605","MDE_FIELDSERVICES_WQX-SBP0143",39.368433,-77.095817
"17606","MDE_FIELDSERVICES_WQX-SBP0149",39.367967,-77.104033
"17607","MDE_FIELDSERVICES_WQX-SCA0000",39.66821,-79.17823
"17608","MDE_FIELDSERVICES_WQX-SCA0029",39.632783,-79.18895
"17609","MDE_FIELDSERVICES_WQX-SCA0054",39.606517,-79.205133
"17610","MDE_FIELDSERVICES_WQX-SCA0067",39.590583,-79.21305
"17611","MDE_FIELDSERVICES_WQX-SCC0023",38.333533,-76.72515
"17612","MDE_FIELDSERVICES_WQX-SCC0060",38.37785,-76.709
"17613","MDE_FIELDSERVICES_WQX-SCO0026",39.436867,-75.886167
"17614","MDE_FIELDSERVICES_WQX-SDM0002",38.6634,-75.75575
"17615","MDE_FIELDSERVICES_WQX-SEB0047",39.140383,-75.98825
"17616","MDE_FIELDSERVICES_WQX-SEN0008",39.079017,-77.340317
"17617","MDE_FIELDSERVICES_WQX-SEN0057",39.12875,-77.336117
"17618","MDE_FIELDSERVICES_WQX-SER0011",39.08515,-76.633217
"17619","MDE_FIELDSERVICES_WQX-SER0064",39.102033,-76.685583
"17620","MDE_FIELDSERVICES_WQX-SFE0053",39.012317,-78.95615
"17621","MDE_FIELDSERVICES_WQX-SFF0035",38.914017,-78.210817
"17622","MDE_FIELDSERVICES_WQX-SFF0519",38.646217,-78.534733
"17623","MDE_FIELDSERVICES_WQX-SFL0011",39.4405,-77.2109
"17624","MDE_FIELDSERVICES_WQX-SHA0002",39.686631,-79.166967
"17625","MDE_FIELDSERVICES_WQX-SHE0008",39.276833,-79.3896
"17626","MDE_FIELDSERVICES_WQX-SHN0047",39.28235,-77.789733
"17627","MDE_FIELDSERVICES_WQX-SID0015",39.649533,-78.3438
"17628","MDE_FIELDSERVICES_WQX-SID0064",39.67394,-78.34175
"17629","MDE_FIELDSERVICES_WQX-SID0112",39.7003,-78.317267
"17630","MDE_FIELDSERVICES_WQX-SIL0001",39.667983,-77.10365
"17631","MDE_FIELDSERVICES_WQX-SKP0032",38.87965,-76.053583
"17632","MDE_FIELDSERVICES_WQX-SLI0002",38.9608,-76.9766
"17633","MDE_FIELDSERVICES_WQX-SLK0004",39.6686,-78.088883
"17634","MDE_FIELDSERVICES_WQX-SLU0000",39.706083,-79.1352
"17635","MDE_FIELDSERVICES_WQX-SMD0003",38.76315,-75.736683
"17636","MDE_FIELDSERVICES_WQX-SMR0120",38.242017,-76.503667
"17637","MDE_FIELDSERVICES_WQX-SMR0127",38.250817,-76.507833
"17638","MDE_FIELDSERVICES_WQX-SMU0001",39.690983,-77.323433
"17639","MDE_FIELDSERVICES_WQX-SMU0011",39.681883,-77.342217
"17640","MDE_FIELDSERVICES_WQX-SMU0012",39.681367,-77.3435
"17641","MDE_FIELDSERVICES_WQX-SNE0001",39.702983,-76.109567
"17642","MDE_FIELDSERVICES_WQX-SNE0013",39.709317,-76.090483
"17643","MDE_FIELDSERVICES_WQX-SNE0022",39.70705,-76.079717
"17644","MDE_FIELDSERVICES_WQX-SNO0000",39.3874,-79.463283
"17645","MDE_FIELDSERVICES_WQX-SOE0001",38.777517,-76.7761
"17646","MDE_FIELDSERVICES_WQX-SOT0010",38.264217,-75.680767
"17647","MDE_FIELDSERVICES_WQX-SOU0135",39.447633,-78.654717
"17648","MDE_FIELDSERVICES_WQX-SOU0554",39.104,-78.96005
"17649","MDE_FIELDSERVICES_WQX-SOU1125",38.635717,-79.337867
"17650","MDE_FIELDSERVICES_WQX-SPB0008",38.9437,-75.8123
"17651","MDE_FIELDSERVICES_WQX-SPT0000",39.54133,-78.54235
"17652","MDE_FIELDSERVICES_WQX-SPT0010",39.545667,-78.5514
"17653","MDE_FIELDSERVICES_WQX-SRM0008",39.428883,-77.723967
"17654","MDE_FIELDSERVICES_WQX-SRU0005",39.325833,-76.626033
"17655","MDE_FIELDSERVICES_WQX-SSR0000",39.54145,-78.607033
"17656","MDE_FIELDSERVICES_WQX-STA0003",39.60575,-78.94765
"17657","MDE_FIELDSERVICES_WQX-STD0001",39.616817,-76.4007
"17658","MDE_FIELDSERVICES_WQX-STK0009",38.882933,-76.662483
"17659","MDE_FIELDSERVICES_WQX-STO0012",39.654333,-77.31205
"17660","MDE_FIELDSERVICES_WQX-STR0005",39.599817,-75.952817
"17661","MDE_FIELDSERVICES_WQX-STU0064",39.26945,-79.2625
"17662","MDE_FIELDSERVICES_WQX-SUB0003",38.732017,-75.76375
"17663","MDE_FIELDSERVICES_WQX-SUS0109",39.652667,-76.170717
"17664","MDE_FIELDSERVICES_WQX-SUS0227",39.805033,-76.293817
"17665","MDE_FIELDSERVICES_WQX-SWA0046",39.520317,-76.13995
"17666","MDE_FIELDSERVICES_WQX-SWA0048",39.52255,-76.1423
"17667","MDE_FIELDSERVICES_WQX-SWA0050",39.524885,-76.140838
"17668","MDE_FIELDSERVICES_WQX-SWA0052",39.52665,-76.142967
"17669","MDE_FIELDSERVICES_WQX-SWB0002",38.875533,-76.803217
"17670","MDE_FIELDSERVICES_WQX-SWB0033",38.886433,-76.851817
"17671","MDE_FIELDSERVICES_WQX-SWC0024",38.762167,-76.7233
"17672","MDE_FIELDSERVICES_WQX-SWO0015",39.347483,-75.841367
"17673","MDE_FIELDSERVICES_WQX-SXR0002",39.212167,-76.694967
"17674","MDE_FIELDSERVICES_WQX-TAN0006",38.696317,-75.764617
"17675","MDE_FIELDSERVICES_WQX-TBB0005",39.054433,-76.054317
"17676","MDE_FIELDSERVICES_WQX-TCR0008",38.45565,-76.852667
"17677","MDE_FIELDSERVICES_WQX-TEN0030",39.21055,-77.3105
"17678","MDE_FIELDSERVICES_WQX-TEP0000",39.65705,-78.4293
"17679","MDE_FIELDSERVICES_WQX-THU0013",39.59335,-76.286367
"17680","MDE_FIELDSERVICES_WQX-TIC0000",39.0773,-75.7457
"17681","MDE_FIELDSERVICES_WQX-TIC0028",39.115783,-75.741717
"17682","MDE_FIELDSERVICES_WQX-TIN0006",38.713983,-76.9709
"17683","MDE_FIELDSERVICES_WQX-TIS0015",39.298217,-76.146067
"17684","MDE_FIELDSERVICES_WQX-TKF0001",39.5575,-77.0734
"17685","MDE_FIELDSERVICES_WQX-TLR0007",38.282133,-75.378967
"17686","MDE_FIELDSERVICES_WQX-TMC0022",38.2959,-76.759317
"17687","MDE_FIELDSERVICES_WQX-TMS0006",39.705167,-77.808267
"17688","MDE_FIELDSERVICES_WQX-TOC0001",39.69565,-78.156833
"17689","MDE_FIELDSERVICES_WQX-TOC0004",39.698333,-78.155783
"17690","MDE_FIELDSERVICES_WQX-TOC0014",39.705683,-78.1531
"17691","MDE_FIELDSERVICES_WQX-TOC0015",39.706533,-78.151417
"17692","MDE_FIELDSERVICES_WQX-TOC0038",39.728033,-78.152167
"17693","MDE_FIELDSERVICES_WQX-TOH0002",39.38955,-76.640983
"17694","MDE_FIELDSERVICES_WQX-TOL0001",39.494617,-79.41995
"17695","MDE_FIELDSERVICES_WQX-TOM0003",39.639517,-77.281667
"17696","MDE_FIELDSERVICES_WQX-TOM0011",39.648233,-77.288933
"17697","MDE_FIELDSERVICES_WQX-TOM0038",39.67165,-77.30045
"17698","MDE_FIELDSERVICES_WQX-TOM0062",39.69155,-77.322983
"17699","MDE_FIELDSERVICES_WQX-TOS0004",39.0288,-76.6984
"17700","MDE_FIELDSERVICES_WQX-TOW0001",39.523483,-78.54395
"17701","MDE_FIELDSERVICES_WQX-TOW0013",39.53,-78.543
"17702","MDE_FIELDSERVICES_WQX-TOW0021",39.541348,-78.542205
"17703","MDE_FIELDSERVICES_WQX-TOW0030",39.553333,-78.555283
"17704","MDE_FIELDSERVICES_WQX-TOW0059",39.570217,-78.540683
"17705","MDE_FIELDSERVICES_WQX-TOW0111",39.590733,-78.5487
"17706","MDE_FIELDSERVICES_WQX-TOW0156",39.6256,-78.5672
"17707","MDE_FIELDSERVICES_WQX-TOW0173",39.63875,-78.561417
"17708","MDE_FIELDSERVICES_WQX-TOW0181",39.64399,-78.56307
"17709","MDE_FIELDSERVICES_WQX-TOW0220",39.67753,-78.56421
"17710","MDE_FIELDSERVICES_WQX-TOW0246",39.694717,-78.547983
"17711","MDE_FIELDSERVICES_WQX-TOW0283",39.713967,-78.5359
"17712","MDE_FIELDSERVICES_WQX-TOW0352",39.778967,-78.502933
"17713","MDE_FIELDSERVICES_WQX-TRK0012",38.855367,-76.805933
"17714","MDE_FIELDSERVICES_WQX-TRO0001",39.389233,-79.3924
"17715","MDE_FIELDSERVICES_WQX-TRO0012",39.373933,-79.39445
"17716","MDE_FIELDSERVICES_WQX-TRQ0224",38.537067,-75.9579
"17717","MDE_FIELDSERVICES_WQX-TRQ0236",38.55025,-75.9531
"17718","MDE_FIELDSERVICES_WQX-TUC0005",39.249983,-77.478033
"17719","MDE_FIELDSERVICES_WQX-TUI0006",38.341667,-75.373733
"17720","MDE_FIELDSERVICES_WQX-TUK0181",38.967533,-75.9425
"17721","MDE_FIELDSERVICES_WQX-TUL0001",38.7195,-75.771583
"17722","MDE_FIELDSERVICES_WQX-TUL0008",38.725,-75.779383
"17723","MDE_FIELDSERVICES_WQX-TUL0024",38.74285,-75.799967
"17724","MDE_FIELDSERVICES_WQX-TUL0039",38.756683,-75.8212
"17725","MDE_FIELDSERVICES_WQX-TUL0043",38.756783,-75.826033
"17726","MDE_FIELDSERVICES_WQX-TUS0007",39.458133,-77.38775
"17727","MDE_FIELDSERVICES_WQX-TUS0018",39.46415,-77.401717
"17728","MDE_FIELDSERVICES_WQX-TUS0044",39.492116,-77.430619
"17729","MDE_FIELDSERVICES_WQX-TUS0045",39.491682,-77.431641
"17730","MDE_FIELDSERVICES_WQX-TYL0022",38.183833,-75.690883
"17731","MDE_FIELDSERVICES_WQX-TYL0024",38.185583,-75.68775
"17732","MDE_FIELDSERVICES_WQX-TYL0034",38.191067,-75.670117
"17733","MDE_FIELDSERVICES_WQX-TYS0016",38.16815,-75.575117
"17734","MDE_FIELDSERVICES_WQX-UAU0010",39.446117,-75.776817
"17735","MDE_FIELDSERVICES_WQX-UCS0013",38.934817,-75.850767
"17736","MDE_FIELDSERVICES_WQX-UDF0000",39.184067,-75.893733
"17737","MDE_FIELDSERVICES_WQX-UDF0015",39.177433,-75.870483
"17738","MDE_FIELDSERVICES_WQX-UDK0012",38.9862,-76.731
"17739","MDE_FIELDSERVICES_WQX-UEU0007",39.68575,-76.14175
"17740","MDE_FIELDSERVICES_WQX-UEW0003",39.50825,-76.148167
"17741","MDE_FIELDSERVICES_WQX-UEW0006",39.507517,-76.149517
"17742","MDE_FIELDSERVICES_WQX-UGQ0000",39.52345,-79.018717
"17743","MDE_FIELDSERVICES_WQX-UHN0001",38.7022,-75.899183
"17744","MDE_FIELDSERVICES_WQX-UHN0003",38.704083,-75.901767
"17745","MDE_FIELDSERVICES_WQX-UHO0008",38.749533,-76.007567
"17746","MDE_FIELDSERVICES_WQX-UHX0001",39.360167,-76.746217
"17747","MDE_FIELDSERVICES_WQX-UIA0019",38.881817,-75.925483
"17748","MDE_FIELDSERVICES_WQX-UIB0014",38.891217,-75.96005
"17749","MDE_FIELDSERVICES_WQX-UKU0002",38.9538,-75.831333
"17750","MDE_FIELDSERVICES_WQX-UNI0007",39.249083,-75.861383
"17751","MDE_FIELDSERVICES_WQX-UNI0075",39.17015,-75.817917
"17752","MDE_FIELDSERVICES_WQX-UNT0001",39.124583,-77.367933
"17753","MDE_FIELDSERVICES_WQX-UOL0004",39.408433,-76.913567
"17754","MDE_FIELDSERVICES_WQX-UOP0006",39.260483,-76.0466
"17755","MDE_FIELDSERVICES_WQX-UOS0003",39.27925,-76.024533
"17756","MDE_FIELDSERVICES_WQX-UPH0001",39.567717,-78.840133
"17757","MDE_FIELDSERVICES_WQX-UQM0005",39.418017,-76.710367
"17758","MDE_FIELDSERVICES_WQX-UQM0008",39.422417,-76.71055
"17759","MDE_FIELDSERVICES_WQX-UQQ0005",39.398633,-76.648783
"17760","MDE_FIELDSERVICES_WQX-UQU0011",39.2567,-75.815667
"17761","MDE_FIELDSERVICES_WQX-UQV0009",39.271367,-75.838117
"17762","MDE_FIELDSERVICES_WQX-UTC0007",39.107333,-75.753667
"17763","MDE_FIELDSERVICES_WQX-UTO0008",38.938683,-75.933083
"17764","MDE_FIELDSERVICES_WQX-UVC0003",39.157033,-76.7972
"17765","MDE_FIELDSERVICES_WQX-UVE0013",39.2575,-75.940133
"17766","MDE_FIELDSERVICES_WQX-UWK0009",38.264167,-76.5377
"17767","MDE_FIELDSERVICES_WQX-UWR0000",39.623717,-77.816833
"17768","MDE_FIELDSERVICES_WQX-UWT0001",39.357848,-77.573127
"17769","MDE_FIELDSERVICES_WQX-UWT0008",39.3621,-77.562575
"17770","MDE_FIELDSERVICES_WQX-UWT0011",39.362913,-77.554387
"17771","MDE_FIELDSERVICES_WQX-UWT0012",39.362792,-77.553998
"17772","MDE_FIELDSERVICES_WQX-UWT0013",39.362852,-77.553845
"17773","MDE_FIELDSERVICES_WQX-UWT0014",39.362753,-77.553735
"17774","MDE_FIELDSERVICES_WQX-UWT0017",39.364007,-77.548322
"17775","MDE_FIELDSERVICES_WQX-UXN0011",39.456583,-75.924783
"17776","MDE_FIELDSERVICES_WQX-UXP0010",39.4338,-75.8471
"17777","MDE_FIELDSERVICES_WQX-UYS0003",39.402183,-79.401817
"17778","MDE_FIELDSERVICES_WQX-UZK0003",39.31605,-77.061
"17779","MDE_FIELDSERVICES_WQX-UZP0002",39.496383,-76.87005
"17780","MDE_FIELDSERVICES_WQX-UZX0000",39.708383,-76.079317
"17781","MDE_FIELDSERVICES_WQX-UZY0000",39.67125,-76.179317
"17782","MDE_FIELDSERVICES_WQX-VAA0002",39.409467,-76.9935
"17783","MDE_FIELDSERVICES_WQX-VAE0001",38.655883,-76.073683
"17784","MDE_FIELDSERVICES_WQX-VAE0003",38.658167,-76.07205
"17785","MDE_FIELDSERVICES_WQX-VAE0005",38.660167,-76.071267
"17786","MDE_FIELDSERVICES_WQX-VAE0007",38.660833,-76.068533
"17787","MDE_FIELDSERVICES_WQX-VAF0001",39.384383,-76.944867
"17788","MDE_FIELDSERVICES_WQX-VAL0002",39.6171,-78.938183
"17789","MDE_FIELDSERVICES_WQX-WAC0030",38.863,-75.80832
"17790","MDE_FIELDSERVICES_WQX-WAT0006",39.04385,-77.261283
"17791","MDE_FIELDSERVICES_WQX-WBN0002",39.62595,-78.942233
"17792","MDE_FIELDSERVICES_WQX-WBP0000",39.537367,-76.893467
"17793","MDE_FIELDSERVICES_WQX-WBP0066",39.584383,-76.973683
"17794","MDE_FIELDSERVICES_WQX-WDC0006",39.481,-76.40175
"17795","MDE_FIELDSERVICES_WQX-WDS0018",38.4837,-77.132133
"17796","MDE_FIELDSERVICES_WQX-WFL0052",39.1851,-76.178467
"17797","MDE_FIELDSERVICES_WQX-WGP0050",39.510633,-76.676917
"17798","MDE_FIELDSERVICES_WQX-WGP0125",39.511483,-76.7669
"17799","MDE_FIELDSERVICES_WQX-WGR0012",38.009117,-75.544567
"17800","MDE_FIELDSERVICES_WQX-WHL0005",38.48335,-76.85365
"17801","MDE_FIELDSERVICES_WQX-WHR0006",39.377967,-76.424433
"17802","MDE_FIELDSERVICES_WQX-WHR0029",39.366017,-76.439567
"17803","MDE_FIELDSERVICES_WQX-WHT0001",39.167267,-77.225617
"17804","MDE_FIELDSERVICES_WQX-WHV0013",38.384617,-75.305983
"17805","MDE_FIELDSERVICES_WQX-WIC0073",38.282917,-75.688983
"17806","MDE_FIELDSERVICES_WQX-WIL0000",39.6484,-78.764617
"17807","MDE_FIELDSERVICES_WQX-WIL0002",39.651017,-78.764183
"17808","MDE_FIELDSERVICES_WQX-WIL0013",39.669917,-78.78925
"17809","MDE_FIELDSERVICES_WQX-WIL0036",39.684817,-78.78055
"17810","MDE_FIELDSERVICES_WQX-WIL0046",39.69555,-78.7867
"17811","MDE_FIELDSERVICES_WQX-WIL0067",39.718367,-78.771217
"17812","MDE_FIELDSERVICES_WQX-WIL0124",39.783,-78.726017
"17813","MDE_FIELDSERVICES_WQX-WIN0021",39.437833,-76.30115
"17814","MDE_FIELDSERVICES_WQX-WIN0030",39.443233,-76.315083
"17815","MDE_FIELDSERVICES_WQX-WIN0055",39.474333,-76.3374
"17816","MDE_FIELDSERVICES_WQX-WIN0080",39.497583,-76.354
"17817","MDE_FIELDSERVICES_WQX-WIN0107",39.515517,-76.368883
"17818","MDE_FIELDSERVICES_WQX-WIW0216",38.3723,-75.602683
"17819","MDE_FIELDSERVICES_WQX-WIW0241",38.4088,-75.594917
"17820","MDE_FIELDSERVICES_WQX-WLB0006",38.48245,-77.016283
"17821","MDE_FIELDSERVICES_WQX-WLN0019",39.668717,-75.942033
"17822","MDE_FIELDSERVICES_WQX-WLS0001",39.409067,-79.409467
"17823","MDE_FIELDSERVICES_WQX-WNN0012",39.366483,-76.413533
"17824","MDE_FIELDSERVICES_WQX-WOB0004",38.825183,-76.688983
"17825","MDE_FIELDSERVICES_WQX-WOC0022",39.3363,-75.913017
"17826","MDE_FIELDSERVICES_WQX-WOL0004",39.39225,-79.1986
"17827","MDE_FIELDSERVICES_WQX-WRB0005",38.613717,-75.832333
"17828","MDE_FIELDSERVICES_WQX-WRB0009",38.615617,-75.837683
"17829","MDE_FIELDSERVICES_WQX-WRB0011",38.618317,-75.841067
"17830","MDE_FIELDSERVICES_WQX-WRB0016",38.622033,-75.848433
"17831","MDE_FIELDSERVICES_WQX-WRO0004",39.600233,-78.816583
"17832","MDE_FIELDSERVICES_WQX-WRR0008",39.596,-79.447217
"17833","MDE_FIELDSERVICES_WQX-WSM0015",38.252367,-76.533033
"17834","MDE_FIELDSERVICES_WQX-WSM0030",38.258367,-76.56525
"17835","MDE_FIELDSERVICES_WQX-WSN0005",39.2729,-77.5247
"17836","MDE_FIELDSERVICES_WQX-WST0000",39.367367,-76.649017
"17837","MDE_FIELDSERVICES_WQX-WSU0005",39.65867,-78.46388
"17838","MDE_FIELDSERVICES_WQX-WWI0004",39.551267,-76.44635
"17839","MDE_FIELDSERVICES_WQX-WXT0033",38.809333,-76.741483
"17840","MDE_FIELDSERVICES_WQX-WXT0045",38.814667,-76.750633
"17841","MDE_FIELDSERVICES_WQX-WXT0112",38.862,-76.796
"17842","MDE_FIELDSERVICES_WQX-WXT0121",38.875533,-76.798683
"17843","MDE_FIELDSERVICES_WQX-WYE0114",38.989283,-76.14065
"17844","MDE_FIELDSERVICES_WQX-WYT0121",38.942583,-76.080917
"17845","MDE_FIELDSERVICES_WQX-XKG9795",39.664683,-76.181117
"17846","MDE_FIELDSERVICES_WQX-XLG1670",39.69415,-76.216183
"17847","MDE_FIELDSERVICES_WQX-XLG3360",39.721283,-76.233183
"17848","MDE_FIELDSERVICES_WQX-XLG4657",39.7437,-76.239167
"17849","MDE_FIELDSERVICES_WQX-XLG5847",39.763633,-76.255833
"17850","MDE_FIELDSERVICES_WQX-XLG7036",39.783967,-76.272733
"17851","MDE_FIELDSERVICES_WQX-XLG7917",39.798333,-76.304983
"17852","MDE_FIELDSERVICES_WQX-YFA0004",39.237284,-76.179551
"17853","MDE_FIELDSERVICES_WQX-YFA0008",39.234531,-76.178524
"17854","MDE_FIELDSERVICES_WQX-YFA0009",39.231743,-76.172554
"17855","MDE_FIELDSERVICES_WQX-YFA0011",39.231466,-76.172205
"17856","MDE_FIELDSERVICES_WQX-YFB0010",39.245567,-76.186165
"17857","MDE_FIELDSERVICES_WQX-YOU0918",39.664017,-79.407
"17858","MDE_FIELDSERVICES_WQX-YOU0979",39.565933,-79.428983
"17859","MDE_FIELDSERVICES_WQX-YOU1069",39.49425,-79.417367
"17860","MDE_FIELDSERVICES_WQX-YOU1155",39.427267,-79.416717
"17861","MDE_FIELDSERVICES_WQX-YOU1159",39.423917,-79.421283
"17862","MDE_FIELDSERVICES_WQX-YOU1209",39.364083,-79.46185
"17863","MDE_FIELDSERVICES_WQX-YOU1286",39.318933,-79.488
"17864","MDE_FIELDSERVICES_WQX-YOU1328",39.270683,-79.47605
"17865","MDE_FIELDSERVICES_WQX-ZAF0003",39.182067,-76.847517
"17866","MDE_FIELDSERVICES_WQX-ZAI0001",39.240717,-76.852617
"17867","MDE_FIELDSERVICES_WQX-ZAK0009",39.200967,-76.91875
"17868","MDE_FIELDSERVICES_WQX-ZAL0018",39.23685,-76.940717
"17869","MDE_FIELDSERVICES_WQX-ZBQ0005",39.385183,-79.376267
"17870","MDE_FIELDSERVICES_WQX-ZCC0006",39.081917,-76.847567
