"ID","dis_m3_pyr","run_mm_cyr","rev_mc_usu","dor_pc_pva","ria_ha_csu","ele_mt_cav","slp_dg_cav","sgr_dk_rav","clz_cl_cmj","tmp_dc_cyr","pre_mm_cyr","aet_mm_cyr","ari_ix_cav","glc_cl_cmj","glc_pc_c01","glc_pc_c02","glc_pc_c03","glc_pc_c04","glc_pc_c05","glc_pc_c06","glc_pc_c07","glc_pc_c08","glc_pc_c09","glc_pc_c10","glc_pc_c11","glc_pc_c12","glc_pc_c13","glc_pc_c14","glc_pc_c15","glc_pc_c16","glc_pc_c17","glc_pc_c18","glc_pc_c19","glc_pc_c20","glc_pc_c21","glc_pc_c22","pnv_cl_cmj","pnv_pc_c01","pnv_pc_c02","pnv_pc_c03","pnv_pc_c04","pnv_pc_c05","pnv_pc_c06","pnv_pc_c07","pnv_pc_c08","pnv_pc_c09","pnv_pc_c10","pnv_pc_c11","pnv_pc_c12","pnv_pc_c13","pnv_pc_c14","pnv_pc_c15","for_pc_cse","crp_pc_cse","pst_pc_cse","ire_pc_cse","tbi_cl_cmj","tec_cl_cmj","fmh_cl_cmj","fec_cl_cmj","cly_pc_cav","slt_pc_cav","snd_pc_cav","soc_th_cav","lit_cl_cmj","kar_pc_cse","ero_kh_cav","ppd_pk_cav","urb_pc_cse","hft_ix_u09","name","Count","max_correlation","feature","category","abs_correlation"
"470527",0.669285916097172,0.773271851294502,0.198379515718357,-0.243331427074062,0.480321192746022,-0.688164483524272,0.240018059730662,-0.203598517356431,0,0.719105676099569,0.731750895086227,0.735116596625311,0.73962204059021,0.142652291277982,0.292065243682471,0,0,0.15723909172662,0,0,0,0,0,0,0,-0.331925199274499,-0.455232774116257,-0.105549465314164,-0.177151106121491,0.811100671203724,0,0,0,-0.210337735494398,0,0.482839790324859,-0.194269009225893,0,0,0,0,0,0,0,0,0.356510025073676,-0.356510025073676,0,0,0,0,0,0.202700454759164,0.082589643512393,-0.574534650935738,0.677237088492225,0,0,0,0,0.102433269295167,0.178330144313772,-0.234348303598027,0.260286308203336,-0.398927271084074,0,-0.0323089196666062,0.590942186273164,0.353953705601056,0.198177459738991,"Salt Fork Arkansas River",37,0.811100671203724,"glc_pc_c16","Landcover",0.811100671203724
"1091288",0.033847404861011,-0.0288323109165007,0.148238483046529,0.148238483046529,0.326122466928166,0.0053278300644308,-0.133617824006449,-0.377443229076301,0,0.0467286656885902,-0.0331725804234952,-0.0348503690942156,-0.0284963358920678,0,0,0,0,-0.160399231344973,0,0,0,0,0,0,0,0,-0.3844442094618,0.207245345171467,0,0.324305895366575,0,0,0,0,0,0.00290744923801127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160399231344973,0.146555422552686,-0.369462149994073,0.490136668101842,0,0,0,0,-0.0568321532992873,-0.284967316298899,0.105534040969048,0.0497150638614066,0,0,-0.223205106098703,-0.13242119749916,0.00290744923801127,-0.42990189150422,"Chikaskia River",22,0.490136668101842,"ire_pc_cse","Landcover",0.490136668101842
"1099243",-0.380252846974324,0.767410098074745,-0.334564009206421,-0.263738817665103,-0.19367705113195,0.588448439901855,-0.0378029408768452,0.172082469152288,0,-0.613254697979745,-0.280009932503513,-0.280211874864171,0.251526003602181,-0.207757354418872,0,-0.120303556229012,0,-0.147558927387526,0,-0.0103760066024783,0,0,0,0,-0.0629565593673996,0,-0.0840283697832478,0.132718902292884,0,0.606206160721269,0,0,0,-0.59141857369547,0,0.257705054478659,0.215890035611853,0,0,0,0,-0.187114534416806,0,0,-0.0389738470578622,0.101331954252056,0.168563717794712,0,0,0,0,0,-0.185614540546874,0.497796583427201,-0.306965233670457,0.0967770106136365,0,0,0,0,0.222752612170426,0.475254417439699,-0.39634240708737,-0.328263173380395,0.140806392886018,0.230589703177563,0.516092512708808,0.0429155090466416,0.19947819294586,-0.249635336691088,"Verdigris River",88,0.767410098074745,"run_mm_cyr","Hydrology",0.767410098074745
"1095788",-0.596264074069973,0.583885572051998,-0.539150198801856,-0.220267092305368,-0.392101033400177,0.631173629607518,-0.704566414131864,-0.13300546446774,0,-0.736569424724688,-0.626237297392041,-0.623173552613722,-0.269982951258273,0.383741388058,0,-0.676671433701443,0,-0.165671512392254,0,-0.174925945294176,0,0,0,0,-0.139117327627652,0,0.302367493090629,0,0,0.568674202439611,0,0,0,-0.478677174561444,0,0.143955708345707,0.67365061425079,0,0,0,0,-0.723893857954308,0,0,0,0.406196009490438,0.246501657661676,0,0,0,0,0,-0.692284939994934,0.786456143142246,-0.319354303742273,-0.16331571371806,0.757204888772344,0.757023545086472,0,0,0.0571212617779664,0.743574196089439,-0.606140967239955,-0.643347542375385,0.0788760435377597,-0.572416041765485,0.591328792379259,-0.322892989075338,0.11266822402383,-0.592812770201534,"Neosho River",167,0.786456143142246,"crp_pc_cse","Landcover",0.786456143142246
"1101881",-0.0835023413071594,0.225624928497609,0.184187218102711,0.253499364377019,0.0122525875371221,-0.429121454919241,-0.178876988606728,-0.175386314106057,0.237294601556543,0.336597374792828,0.353405827260474,0.354186194533439,0.35582471395361,0.0666658155024875,0,-0.018738240066843,0,-0.00123692752262783,0,0,0,0,0,0,-0.0751557755626183,-0.463231526618118,0.204760160964371,-0.0289215671708368,0,0.394386794552965,0,0,0,-0.577617657742783,0,0.110202512947239,-0.367916465824553,0,0,0,0,-0.00300448119712954,0,0,0,0.3129901840336,-0.208455515349954,0.057451036350514,-0.310794536668611,0,0,0,-0.00702563043004692,0.32399083781834,-0.211209706339738,-0.161368396819158,0.068453622054764,-0.0551080565764831,0,0,0.140088490334451,0.133121759896876,0.134908683374624,0.131228370621197,-0.261423740094555,-0.0809253490668301,-0.084387488798451,0.11423825836373,0.115712609217369,0.165438021367524,"Canadian River",227,-0.577617657742783,"glc_pc_c20","Landcover",0.577617657742783
"1364065",0.0923605367077621,-0.301319398136892,0.00443663001881602,-0.240641239571473,-0.144132579242835,0.136079247784672,-0.15817979981005,-0.236812321361678,-0.477981929825474,-0.0559692147235661,-0.519722093030637,-0.518134462439143,-0.680415298550456,-0.0534148131325504,0,0,0,0.229570981407926,0,0,0,0,0,0,-0.0014244332239945,-0.00933189369844704,0.346251421308477,0.00846390352144077,0,-0.106112064235674,0,0,0,-0.619223712839685,0,0,-0.137614658757099,0,0,0,0,0,0,0,0,0,0.10934214034649,-0.10934214034649,0,0,0,0,0.229570981407926,0.0135079922054119,0.180478955117977,0.0655221152495389,0,0,0,0,-0.1613461285236,0.177218008459126,-0.0623819380580867,-0.286414915212324,0.477981929825474,0.512421435563595,-0.261244307161913,-0.501943330635468,0,-0.295954078180245,"North Fork Red River",29,-0.680415298550456,"ari_ix_cav","Climate",0.680415298550456
"1101723",-0.168186399162332,-0.69670292431305,-0.0765809512628392,0.270022472364875,-0.157617671879595,0.594262380025225,0.0327833624918244,0.0660588309342494,-0.5457224431709,-0.568519133901806,-0.682943292561104,-0.68194244299645,-0.707053126270717,-0.341174478208353,0,-0.0508163559660481,0,-0.174556381552565,0,0,0,0,0.04748481697908,0,0,0,0.329237770132765,-0.133161270086141,0,0.400554173931987,0,0,0,-0.739030378976094,0,0.109392011962585,0.038229499956638,0,0,0,0,0.00143876218262223,0,0,0,-0.0531405794228085,0.0538451386816939,0,0,0,0,0,-0.153287055383097,0.316126991919832,0.169296768200508,0.206912686075981,0.505780174160555,0.487603093654936,0,0,0.276128981837811,0.274515698288766,0.280711746369755,0.258339235029615,0,0.0427486103177452,0.52048899133735,-0.161606675200075,0.0387320227576948,0.063220381561733,"Washita River",83,-0.739030378976094,"glc_pc_c20","Landcover",0.739030378976094
"72417",-0.274691803457781,-0.549964020411664,-0.230412717423164,-0.133300725311654,-0.11685355501845,0.244188233508747,-0.0224757923524339,0.310747218616899,-0.0330986021865465,0.0315025242394589,-0.583662020980406,-0.310999749595301,-0.688397734144215,-0.10074717094797,0,0.158271761486351,0,-0.35670836224552,0,0,0,0,0,0,0,0,-0.061931109268078,0,0,0.214019945742017,0,0,0,-0.0337231004094639,0,-0.0296305586109372,0.144944325279255,0,0,0,-0.16779737117929,0.16779737117929,0,0,0,0,0,0,0,0,0,0,-0.165684891540572,0.105609950323078,0.31704840705687,0.0935577527315079,0,0,0,0,0.370483190185216,-0.433863556239666,-0.169251571111895,-0.371313512375911,0.153544715688613,0.0236253781834643,0.0874275792678386,0.254435371803064,0,-0.077432464643799,"Little River",58,-0.688397734144215,"ari_ix_cav","Climate",0.688397734144215
"555872",0.190370036663174,0.405122792303899,0.263583139677782,0.315606593722961,0.0313428361288543,-0.213626676723797,-0.0518129416688543,0.32479570869979,0,0.388137452315598,0.0472026828821076,0.0380575359098074,0.268369557019832,-0.126710163330605,0,0.164761194615502,0,0.148097927116517,0,0,0,0,0,0,0,0,0.409647640226803,0,0,0.165817355818721,0,0,0,-0.321887090830874,0,0.151780225141452,0.476111958751365,0,0,0,-0.479132258332268,0.291608504541445,0,0,0.402769795999923,0,0,0,0,0,0,0,0.250910262655004,0.340145304003296,0.221140408644797,0.325071518272336,0.542129132862437,0.542129132862437,0,0,0.367914120974665,0.376557817065964,0.363046636400568,0.387427847177958,0.103253952868351,0,0.644873568341419,0.314815506807638,0.329411388801521,0.377899455136308,"Sabine River",130,0.644873568341419,"ero_kh_cav","Soils & Geology",0.644873568341419
"1375103",-0.349025603007154,-0.221989653378369,-0.223712195803188,-0.135898040362425,-0.502367032865701,0.209832209277596,0.165924954071544,0.275060790047015,0,-0.25036063702377,-0.21810620718421,-0.162437770620281,-0.304418621487831,-0.238920907164347,0,-0.0694148185558899,0,0.396962748688751,0,0,0,0,0,0,0,0,-0.112284170464422,-0.238920907164347,0.0954722416870114,-0.0795139634729455,0,0,0,-0.543620501969004,0,-0.356407254600726,-0.565995902459844,0,0,0,0.511462090645984,0,0,0,-0.511462090645984,0,0,0,0,0,0,0,0.383719965139109,-0.145224757815788,-0.355686678298978,0.0907778165904739,-0.437388477912271,-0.437388477912271,0,0,-0.21467332763142,-0.0967265635276906,0.277572214235146,-0.20974891474876,0,0,-0.497036530468889,-0.0905500389153015,-0.198608101264129,0.0826201186803475,"Neches River",77,-0.565995902459844,"pnv_cl_cmj","Landcover",0.565995902459844
"1383210",0.588832409300638,0.775581416385388,0.51190413783559,0.290470901617741,0.053180331095766,-0.733578658575727,-0.700110262633059,-0.0906823313556494,0,0.574239809632422,0.674293766698988,0.678716235772659,0.759203780518539,-0.0240394715717327,0,0,0,0.57022532902501,0,0,0,0,0,0,0,0.0921435227168981,-0.268281658235103,0.296523241326093,0,0.0626674798547388,0,0,0,-0.639817838526418,0,0.108429808438756,0.236854898935076,0,0,0,0,0,0,0,0,-0.226492521620305,0.226492521620305,0,0,0,0,0,0.57022532902501,-0.310904950632414,-0.509286163904818,0.104674505952739,0,0.736838940642284,0,0,0.449862369685726,-0.723241566333626,-0.235728175184406,-0.610861439453935,-0.093522371669841,-0.479975611922661,-0.202004572346813,0.499745104107788,0.526353433689088,0.242512868689894,"West Fork Trinity River",21,0.775581416385388,"run_mm_cyr","Hydrology",0.775581416385388
"1348789",-0.545108667528058,-0.773974724783281,-0.357063350550434,0.38047808423049,-0.258047588267774,0.779764917708434,-0.0531753822410111,0.0555211475978125,0,-0.665037778311737,-0.854325916940147,-0.860198798427077,-0.822646163901433,0.364461890933839,0,-0.339862543294982,0,-0.248700514764389,0,0,0,0,0,0,-0.0857295849566234,0.141235291001543,0.494090082308609,-0.195802553969648,-0.207773592459658,0.0776193312082443,0,0,0,-0.0391297728659053,0,0.0406712182815788,0.458967267297331,0,0,0,-0.329519011231123,-0.134687898036057,0,0,0.135962047334799,0.304814791548097,0.365437963081759,0,0,0,0,0,-0.450265260895236,0.357869440579729,0.456069138751352,-0.162916061510931,-0.197647210147246,-0.379160352898039,0,0,-0.149823466550597,-0.0236629679459087,0.131297576145955,-0.423764761327809,-0.363406782098447,0.175068553079658,0.424587068522439,0.132249112835542,0.15804276328421,0.386716159717519,"Trinity River",159,-0.860198798427077,"aet_mm_cyr","Climate",0.860198798427077
"1384148",0.114467098952238,-0.0204778630707872,0.0876597084419723,-0.0318151255793791,0.0601033250464723,0.151116556080394,-0.409874699841706,-0.157942079244257,-0.254800679133251,-0.0500819664524452,-0.0298990894871313,-0.0302043923805833,-0.0249746116293811,0.188564340581619,0,0,0,-0.475472054174453,0,0,0,0,-0.15359906811972,0,0.275626025606026,0.586200461635886,0.130420397958819,0.060381258315396,-0.0460354949973219,0.0294042107228086,0,0,0,-0.438925893194712,0,-0.0933720073798825,0.11121234492953,0,0,0,-0.0950720338913942,-0.0141204166410334,0,0,0,-0.0467904689717521,0.102257479452558,0,0,0,0,0,-0.475472054174453,0.364661071615771,0.137661647544144,0.158641501842829,-0.0665125268074947,-0.0391589024713389,0,0,-0.059127120901241,-0.0482961639490817,0.0794584686657138,-0.270404330405585,-0.104020226375472,0.0133000220616168,0.0612669351400804,-0.0854294396541612,-0.0432639586427569,-0.0210607010119451,"Brazos River",342,0.586200461635886,"glc_pc_c12","Landcover",0.586200461635886
"1384149",0.480812404581055,0.604362756902619,0.332907919735286,-0.258654952886448,0.204036264133921,-0.612946719587094,-0.594055509791889,-0.238526883432361,0.138942954944077,0.530618253912843,0.588819229744273,0.589550138830974,0.514480712278653,0.440083411301617,0,0,0,-0.622187373978698,0,0,0,0,-0.157963675489994,0,-0.0378891685245316,-0.113299322228094,0.656468006849898,0.0111887055799291,-0.00744457358697633,0.0887773052183617,0,0,0,-0.200978263357104,0,-0.187975311149242,0.114206915731785,0,0,0,-0.197769784135845,0.27592756918969,0,0,0,-0.183608981667733,0.265944140993009,-0.171177110029766,0,0,0,0,-0.622187373978698,0.726582652268358,-0.0165891324776672,0.453454068094899,-0.285017407533136,-0.178862222438702,0,0,0.137793757787057,-0.238528510513129,-0.0418157840411305,-0.296721222121731,-0.71940160213814,-0.330986047643104,0.633474424430115,-0.283833339587953,-0.300569392392028,-0.0809664945294622,"Colorado River",236,0.726582652268358,"crp_pc_cse","Landcover",0.726582652268358
"1385432",-0.261312785579095,-0.185490277061397,-0.285183086068077,-0.0934309755975397,-0.168109157116961,0.125509263426471,0.341276690326816,0.152380442088324,0.116189060751912,-0.00311186863696038,-0.480876651999641,-0.488323808138051,-0.552981981688916,0.0213105453213251,0,0,0,-0.104517850354112,0,0,0,0,-0.0317699410996523,0,0.0876833713786808,0.238960050997584,-0.262528493958302,-0.001992830804481,-0.0280732630788808,0.205098927113616,0,0,0,-0.173054755237284,0,0.0533298849851733,0.251682624142247,0,0,0,0.0956617397655569,-0.0364645984804361,-0.0523712313064293,-0.0516642736957536,0,-0.0946813371465797,-0.464917995169249,-0.150233387632666,0.516993294746574,0,0,0,-0.104517850354112,-0.172932419008358,-0.0190177711951656,-0.134632594774961,0.128413285480655,-0.0193463846681632,0.0828340773368916,-0.128007000965182,-0.23101682699942,-0.444057154597022,0.379003014916273,-0.0593728897952426,0.0978091361076295,0.29680333136452,0.351669451473943,-0.0222084037814377,0.0159917994417668,0.121775507730007,"Rio Grande",615,-0.552981981688916,"ari_ix_cav","Climate",0.552981981688916
"1384150",-0.326981406337929,-0.509995816120089,-0.478860858010256,-0.229227354167105,-0.294698136386685,0.510213019860433,-0.045644365071677,0.179746186815877,-0.497962050734773,-0.619647644868735,0.138654314951802,0.145936769784111,0.255307264125359,-0.240599381822681,0,0,0,0.0147492500001497,0,0,0,0,0,0,-0.567762240240259,0.695658420525085,-0.137177171362464,-0.451271547550434,0,0,0,0,0,-0.248883059125129,0,-0.105072818022007,0.34122806909349,0,0,0,0,-0.0612629006559194,0,0,0,0,-0.336151408120432,0,0.336262833112049,0,0,0,0.0147492500001497,-0.177854955235593,0.358799917119674,-0.366942784312469,-0.661774804438358,-0.661774804438358,0,0,-0.310149567381064,0.157638237670747,0.0679470215297804,-0.00201544960262637,0.095380868386648,0.223691984680544,-0.297618274628586,-0.179791341103203,-0.145157514389063,-0.206744435975969,"Pecos River",105,0.695658420525085,"glc_pc_c12","Landcover",0.695658420525085
"45730",-0.153493750901261,0.0535301036998461,-0.42847037708203,-0.445756426043607,0.127607684038095,0.351184525982722,0.319488300678594,0.104434428701208,-0.466324257712031,-0.360941108653584,0.316818235092592,0.314089559289501,0.239328623437335,-0.022042255900094,0,0,0,-0.053980962818873,0,0,0,0,0,0,-0.155426674202159,0.29339308827756,-0.132550081147371,-0.275342882861298,0,-0.125351227613519,0,0,0,-0.103740297776524,0,-0.0483646141681929,0.0743803415193109,0,0,0,-0.0484770785992202,-0.037331698169572,-0.0506162881275194,-0.0203506055410938,0,0,-0.0353286479301027,0.0398507391291265,0.0523520035409682,0,0,0,-0.053980962818873,-0.14149345773459,0.299901214390893,-0.175882751467914,0.0863210963049116,0.0393510478343258,0,-0.0305621598155088,0.0501379867510116,0.0544533232836254,0.0528592192142721,0.0555031249930623,-0.0470307421091831,0.303479478525144,0.330018528167392,-0.0639943977125684,-0.0414058185228028,-0.00550977114942371,"Colorado River",633,-0.466324257712031,"clz_cl_cmj","Climate",0.466324257712031
